restaurant_id,score,inspection_date
3738,90,20140926
3738,96,20140604
3738,96,20140109
3738,90,20130205
3738,92,20120719
3739,100,20140620
3739,100,20130813
3739,90,20130207
3741,96,20140411
3741,92,20131008
3741,77,20130214
3741,80,20120619
3743,87,20140722
3743,92,20140310
3743,96,20130719
3743,96,20130321
3743,94,20121016
3750,68,20141203
3750,91,20140226
3750,85,20130826
3750,90,20130307
3750,90,20120829
3750,92,20120229
3752,98,20140418
3752,100,20131025
3752,94,20130430
3752,89,20121107
3752,98,20120501
3757,96,20140225
3757,92,20130723
3757,96,20120425
3769,90,20131003
3769,100,20121205
3769,94,20120725
3770,86,20141016
3770,77,20140121
3770,80,20130418
3770,88,20120725
3776,92,20130610
3776,100,20120917
3779,83,20131230
3779,100,20130124
3779,94,20120418
3784,92,20140609
3784,94,20131007
3784,79,20130227
3784,82,20120625
3790,100,20150115
3790,96,20131119
3790,100,20130124
3790,100,20120430
3791,96,20150115
3791,94,20131119
3791,94,20130124
3791,96,20120430
3794,85,20140520
3794,92,20130506
3794,86,20120420
3795,84,20141124
3795,94,20130819
3795,94,20121001
3796,96,20140506
3796,100,20130425
3796,96,20120514
3797,94,20140804
3797,100,20131204
3797,100,20130306
3797,98,20120731
3798,96,20140804
3798,100,20131204
3798,96,20130306
3798,96,20120731
3799,98,20140804
3799,96,20131204
3799,96,20130306
3799,94,20120731
3800,92,20140731
3800,98,20130808
3800,98,20120703
3802,92,20140708
3802,94,20130226
3803,96,20131212
3803,100,20121210
3803,96,20120312
3809,93,20140916
3809,93,20140225
3809,100,20130228
3809,100,20120411
3815,66,20140930
3815,88,20130104
3815,86,20120320
3816,78,20140731
3816,83,20131114
3816,62,20130116
3816,73,20120816
3817,88,20140402
3817,70,20130722
3817,72,20130108
3817,75,20120214
3819,66,20140422
3819,76,20130709
3819,80,20120808
3822,72,20131223
3822,68,20130107
3822,84,20120706
3825,74,20140515
3825,59,20131002
3825,58,20121210
3827,100,20140507
3827,81,20130626
3827,96,20121203
3827,100,20120515
3830,71,20140429
3830,82,20130910
3830,92,20130220
3832,84,20131108
3832,96,20120215
3834,86,20130910
3834,90,20120828
3834,86,20120308
3838,93,20140430
3838,92,20131122
3838,88,20130523
3838,94,20121203
3838,91,20120515
3839,100,20140417
3839,91,20131017
3839,78,20130424
3839,91,20121029
3839,89,20120424
3846,96,20140121
3846,96,20130802
3846,98,20130110
3846,100,20120822
3846,92,20120301
3850,82,20140506
3850,80,20131029
3850,86,20130520
3850,96,20120501
3855,86,20140917
3855,92,20131122
3855,96,20130208
3858,90,20130920
3858,92,20120510
3859,96,20140522
3859,86,20131007
3859,96,20121219
3859,98,20120521
3861,90,20140926
3861,98,20140218
3861,100,20130528
3861,94,20121128
3861,96,20120530
3862,78,20131106
3862,78,20130402
3862,92,20120814
3862,90,20120202
3864,80,20140602
3864,90,20131118
3864,91,20121119
3864,94,20120203
3866,100,20140718
3866,92,20131113
3866,91,20121126
3867,90,20140430
3867,81,20130903
3867,94,20121026
3868,94,20140429
3868,91,20130923
3868,91,20130415
3868,90,20120717
3869,96,20140414
3869,81,20130719
3869,94,20130115
3869,94,20120720
3870,91,20140828
3870,91,20140327
3870,87,20130820
3870,92,20121120
3870,92,20120329
3871,91,20140226
3871,91,20130604
3871,84,20120828
3875,83,20140429
3875,96,20131004
3875,85,20121005
3875,93,20120315
3877,93,20141021
3877,92,20131003
3877,81,20121003
3881,86,20141223
3881,85,20140326
3881,88,20130729
3881,88,20120829
3881,94,20120313
3885,79,20141210
3885,90,20140114
3885,92,20130509
3885,90,20120604
3888,92,20140512
3888,94,20130129
3888,100,20120618
3892,92,20140305
3892,75,20130123
3895,78,20140715
3895,82,20131002
3895,79,20120912
3896,94,20140328
3896,96,20130612
3896,98,20121012
3896,94,20120403
3898,83,20130920
3898,100,20120508
3899,78,20140214
3899,90,20130425
3899,79,20120730
3902,96,20140905
3902,89,20140123
3902,100,20130607
3902,94,20121005
3910,92,20140318
3910,88,20130808
3910,84,20121128
3910,98,20120620
3911,96,20140811
3911,98,20140130
3911,94,20130508
3911,96,20121030
3911,100,20120322
3920,94,20141107
3920,96,20140402
3920,92,20131015
3920,98,20120914
3924,98,20140826
3924,90,20140304
3924,100,20130319
3924,100,20120913
3924,100,20120222
3926,94,20140312
3926,87,20130204
3926,94,20120615
3929,89,20140903
3929,100,20130117
3935,94,20140109
3935,94,20130211
3935,98,20120420
3936,88,20140429
3936,88,20131206
3936,92,20130912
3936,90,20130424
3936,87,20120830
3936,96,20120131
3939,84,20131107
3939,76,20120627
3942,92,20140923
3942,92,20140127
3942,84,20130724
3942,98,20120927
3942,96,20120315
3948,78,20140813
3948,81,20140127
3948,73,20130529
3948,84,20120626
3951,86,20150108
3951,81,20140623
3951,88,20140213
3951,81,20130528
3951,90,20130122
3951,83,20120529
3953,83,20140708
3953,75,20140213
3953,76,20130415
3953,77,20121030
3955,90,20140407
3955,91,20130523
3955,70,20121204
3955,92,20120328
3956,92,20150107
3956,96,20131017
3956,90,20121023
3959,100,20140409
3959,94,20130327
3959,91,20120309
3960,100,20140422
3960,100,20130712
3960,100,20121120
3960,98,20120420
3962,94,20140429
3962,87,20130626
3962,100,20121114
3962,100,20120329
3963,72,20140423
3963,91,20130719
3963,87,20121130
3963,98,20120320
3972,98,20141114
3972,100,20140129
3972,100,20130513
3972,96,20120927
3982,92,20141215
3982,90,20140318
3982,81,20130827
4025,83,20131028
4025,84,20130416
4025,88,20120802
4025,86,20120403
4037,91,20140410
4037,91,20130917
4037,94,20120530
4056,100,20140514
4056,98,20140127
4057,89,20140630
4057,100,20140123
4057,96,20130509
4057,96,20120921
4068,96,20140915
4068,94,20130529
4068,100,20121102
4068,96,20120322
4071,78,20141021
4071,83,20130918
4071,86,20120214
4072,98,20140915
4072,87,20130529
4072,94,20121024
4072,90,20120322
4073,84,20140929
4073,83,20140205
4073,79,20130128
4073,85,20120227
4078,100,20140818
4078,100,20140314
4078,98,20130820
4085,96,20150107
4085,96,20140617
4085,96,20140205
4085,90,20130206
4085,96,20120726
4108,100,20140409
4108,94,20130327
4108,94,20120309
4112,80,20140203
4112,92,20120209
4127,79,20140620
4127,96,20131212
4127,81,20130131
4140,96,20140605
4140,92,20130612
4140,91,20120306
4145,90,20150116
4145,90,20140129
4145,94,20130424
4145,94,20120312
4152,98,20140313
4152,96,20130315
4152,98,20120320
4158,81,20140326
4158,84,20130809
4158,94,20120521
4171,96,20140312
4171,100,20130212
4171,100,20120207
4184,94,20140605
4184,98,20131114
4184,100,20130322
4184,100,20120604
4209,98,20140311
4209,94,20130829
4209,88,20130425
4231,98,20140312
4231,98,20130104
4249,92,20140603
4249,89,20140305
4249,85,20130308
4249,88,20120321
4257,87,20140106
4257,92,20130227
4257,98,20121025
4323,94,20140605
4323,96,20130612
4323,90,20120620
4335,90,20140307
4372,100,20140429
4372,94,20130820
4400,89,20140529
4400,92,20130822
4400,90,20120314
4412,96,20140214
4412,90,20130319
4412,92,20120405
4416,94,20140422
4416,94,20130923
4421,94,20140709
4421,96,20140102
4421,98,20130419
4421,98,20120327
4424,86,20140305
4424,85,20131204
4424,82,20130417
4424,87,20121114
4424,79,20120222
4425,94,20140507
4425,92,20131028
4425,87,20130429
4425,92,20121126
4425,94,20120611
4427,81,20140909
4427,86,20140410
4427,88,20131031
4427,98,20120626
4434,96,20140812
4434,96,20140116
4434,100,20130710
4434,96,20120619
4438,90,20141215
4438,92,20140410
4438,90,20131031
4444,92,20141205
4444,100,20140617
4444,100,20130611
4444,100,20121220
4444,94,20120411
4445,86,20140721
4445,90,20130617
4445,90,20120918
4445,89,20120201
4447,98,20140109
4447,92,20121026
4447,94,20120222
4449,91,20141104
4449,90,20140528
4449,98,20131121
4449,92,20130430
4449,94,20120822
4449,82,20120208
4461,88,20141205
4461,96,20131101
4461,96,20130207
4461,100,20120419
4462,84,20140625
4462,87,20130311
4462,91,20120606
4465,94,20140630
4465,92,20131031
4465,96,20130201
4469,96,20140317
4469,98,20130604
4469,94,20120402
4474,98,20140131
4474,96,20130731
4474,98,20130122
4474,98,20120924
4474,98,20120319
4475,100,20140206
4475,100,20130805
4475,100,20130129
4475,100,20121001
4475,100,20120405
4476,100,20141028
4476,96,20140314
4476,94,20121116
4478,98,20141003
4478,96,20131216
4478,100,20121024
4479,84,20140325
4479,86,20131007
4479,90,20120601
4480,100,20141215
4480,100,20140307
4480,100,20130814
4480,94,20121106
4480,94,20120214
4481,94,20140602
4481,96,20140109
4481,96,20130604
4481,96,20120724
4483,94,20140908
4483,96,20140218
4483,96,20130729
4483,98,20121031
4487,75,20140918
4487,86,20140602
4487,90,20140122
4487,90,20130319
4487,76,20120913
4487,70,20120328
4492,100,20141017
4492,100,20140409
4492,96,20131003
4492,100,20130422
4492,92,20121213
4492,86,20120921
4492,94,20120807
4492,91,20120207
4495,100,20140424
4495,100,20130925
4495,90,20120803
4500,98,20140122
4500,89,20130729
4500,96,20130110
4500,100,20120821
4500,91,20120301
4502,77,20140501
4502,86,20130926
4502,83,20130409
4502,87,20120808
4502,83,20120222
4505,92,20130702
4505,96,20121114
4505,98,20120216
4509,91,20140314
4509,96,20130910
4509,100,20120828
4509,96,20120308
4511,90,20150113
4511,76,20140430
4511,84,20131108
4511,90,20130215
4512,100,20140206
4512,100,20130328
4512,98,20120329
4519,98,20141014
4519,100,20140414
4519,96,20131018
4519,96,20130422
4519,96,20120913
4519,100,20120326
4530,100,20140624
4530,100,20140123
4530,100,20140121
4530,100,20130423
4530,100,20120911
4530,92,20120307
4530,92,20120305
4531,88,20140610
4531,81,20131021
4531,92,20120326
4532,94,20131024
4532,98,20130319
4532,89,20120223
4533,70,20141015
4533,76,20131001
4533,66,20121023
4533,78,20120307
4534,96,20141103
4534,90,20140410
4534,94,20130906
4534,100,20120926
4534,100,20120308
4535,86,20140312
4535,92,20130905
4535,92,20121214
4538,100,20141021
4538,96,20140416
4538,100,20131016
4538,98,20130422
4538,100,20121016
4538,96,20120403
4539,96,20140626
4539,90,20131126
4539,96,20130426
4539,98,20120817
4542,96,20140814
4542,88,20140131
4542,90,20130524
4542,88,20120914
4544,98,20140609
4544,87,20131205
4544,90,20130605
4544,92,20121205
4544,86,20120425
4545,100,20141113
4545,96,20140513
4545,100,20131119
4545,98,20130605
4545,100,20121203
4545,100,20120601
4546,94,20140115
4546,92,20121220
4546,94,20120525
4548,98,20140530
4548,92,20131010
4548,98,20121224
4548,98,20120229
4553,90,20150116
4553,92,20140410
4553,93,20130909
4553,86,20121114
4553,94,20120405
4555,90,20140919
4555,92,20140127
4555,96,20130515
4555,96,20120620
4558,90,20140714
4558,92,20140113
4558,72,20130620
4558,87,20121128
4558,89,20120328
4558,84,20120229
4559,96,20140609
4559,96,20131216
4559,96,20130717
4559,96,20130114
4559,98,20120711
4559,96,20120131
4573,96,20131016
4573,96,20130306
4573,98,20120604
4584,92,20140811
4584,100,20140214
4584,98,20130719
4584,94,20121130
4584,100,20120516
4586,90,20140527
4586,96,20131025
4586,94,20130110
4586,100,20120522
4588,68,20140304
4588,62,20120831
4590,78,20140728
4590,76,20131021
4590,73,20130313
4590,81,20120531
4592,94,20140605
4592,98,20131016
4592,98,20130318
4592,90,20120613
4593,98,20140530
4593,98,20131108
4593,94,20130329
4593,94,20120328
4594,89,20140324
4594,90,20130716
4594,66,20121010
4594,79,20120404
4598,84,20140314
4598,75,20130315
4598,96,20120518
4607,70,20141007
4607,80,20131015
4607,80,20121213
4607,83,20120411
4608,55,20141008
4608,71,20130722
4608,72,20120820
4610,92,20140813
4610,86,20140211
4610,89,20130702
4610,90,20130315
4610,73,20121003
4610,96,20120208
4614,72,20140617
4614,71,20130821
4614,66,20120223
4618,96,20140516
4618,96,20130829
4618,96,20130108
4618,96,20120614
4620,90,20141022
4620,88,20140212
4620,92,20130726
4620,96,20120307
4621,70,20140602
4621,74,20131010
4621,69,20130314
4621,77,20121105
4621,88,20120417
4621,64,20120217
4622,81,20140415
4622,71,20130506
4622,83,20120326
4623,92,20140627
4623,96,20130207
4623,93,20120508
4627,81,20141120
4627,96,20140213
4627,96,20130703
4627,96,20121219
4627,100,20120529
4628,96,20141001
4628,98,20140403
4628,98,20130806
4628,96,20121219
4628,91,20120525
4630,100,20140904
4630,100,20140306
4630,100,20130905
4630,100,20130213
4630,100,20120614
4634,96,20140218
4634,100,20130624
4634,100,20120625
4636,100,20141104
4636,100,20140506
4636,100,20131112
4636,100,20130522
4636,96,20121115
4636,96,20120530
4637,88,20140626
4637,90,20131223
4637,85,20130503
4637,88,20120803
4638,84,20140430
4638,83,20130912
4638,78,20130204
4642,92,20140607
4642,85,20130129
4642,94,20120625
4643,71,20140523
4643,87,20130522
4643,88,20120920
4650,98,20140219
4650,100,20130626
4650,100,20130206
4654,85,20140821
4654,94,20140224
4654,90,20130221
4656,94,20141230
4656,86,20140213
4656,86,20130529
4656,94,20121120
4656,100,20120607
4661,82,20140613
4661,88,20131213
4661,88,20130530
4661,77,20121126
4661,88,20120524
4665,96,20140603
4665,90,20131205
4665,93,20130605
4665,98,20121101
4665,94,20120425
4667,96,20140829
4667,100,20140204
4667,96,20130618
4667,98,20120921
4668,79,20140501
4668,92,20130805
4668,86,20121218
4669,96,20141121
4669,94,20140529
4669,92,20140128
4669,100,20130123
4669,98,20120816
4669,92,20120214
4670,88,20140618
4670,72,20131024
4670,82,20120604
4671,96,20141030
4671,98,20140428
4671,100,20131028
4671,100,20130415
4671,100,20120808
4671,100,20120206
4672,85,20140624
4672,90,20140108
4672,83,20130619
4672,87,20121204
4672,84,20120509
4678,98,20140605
4678,96,20130423
4678,88,20121217
4678,92,20120312
4681,100,20141021
4681,100,20140421
4681,100,20131021
4681,93,20130417
4681,100,20121012
4681,92,20120411
4683,98,20141230
4683,94,20140612
4683,94,20131203
4683,98,20130624
4683,82,20121219
4683,86,20120607
4685,98,20141017
4685,92,20140410
4685,94,20131016
4685,96,20130326
4685,96,20120719
4686,96,20140618
4686,85,20131217
4686,96,20130612
4686,82,20120927
4686,91,20120427
4687,84,20140811
4687,82,20140124
4687,88,20130508
4687,83,20120712
4688,94,20141104
4688,100,20140430
4688,100,20131112
4688,98,20130522
4688,100,20121128
4688,100,20120530
4692,96,20140610
4692,96,20131205
4692,94,20130619
4692,98,20121126
4692,96,20120502
4693,100,20140515
4693,100,20131106
4693,100,20130617
4693,91,20121126
4693,98,20120504
4694,94,20140303
4694,96,20130919
4694,96,20120913
4694,96,20120320
4700,92,20140609
4700,96,20131216
4700,96,20130717
4700,96,20130116
4700,96,20120725
4700,96,20120131
4702,96,20140826
4702,100,20140206
4702,96,20130718
4702,100,20120712
4703,88,20140813
4703,90,20131220
4703,90,20130522
4703,92,20120529
4705,78,20140909
4705,96,20140103
4705,94,20130524
4705,96,20121030
4706,98,20141030
4706,96,20140214
4706,100,20130619
4706,100,20120808
4706,96,20120308
4708,96,20140422
4708,96,20130909
4708,88,20120921
4708,92,20120308
4713,94,20140204
4713,84,20130802
4713,85,20130123
4713,87,20120920
4713,84,20120313
4716,92,20140724
4716,94,20131212
4716,83,20130523
4716,88,20120914
4716,88,20120321
4718,94,20140228
4718,92,20130903
4718,90,20121030
4718,81,20120316
4723,90,20140722
4723,92,20130812
4723,96,20121113
4723,92,20120312
4729,93,20140609
4729,85,20130916
4729,92,20130123
4729,94,20120618
4732,88,20141211
4732,86,20140820
4732,96,20140410
4732,96,20131108
4732,92,20130508
4732,88,20121025
4732,89,20120427
4734,92,20140616
4734,89,20131104
4734,92,20130111
4734,89,20120618
4739,89,20130618
4739,96,20120507
4746,91,20140328
4746,94,20130312
4746,96,20120327
4753,92,20140714
4753,91,20131213
4753,92,20130211
4754,88,20141121
4754,98,20140205
4754,92,20130705
4754,94,20121116
4755,91,20140609
4755,96,20140102
4755,96,20130227
4755,96,20120227
4762,82,20140603
4762,92,20131021
4762,94,20130103
4770,100,20140312
4770,98,20130206
4770,96,20120322
4774,90,20140506
4774,92,20130913
4774,98,20121130
4774,85,20120406
4777,92,20140506
4777,94,20130917
4777,92,20121204
4777,98,20120406
4780,90,20140929
4780,90,20140219
4780,80,20130724
4780,96,20120424
4782,90,20140519
4782,90,20130912
4782,88,20121017
4782,79,20120130
4787,68,20140825
4787,80,20130711
4787,91,20130103
4787,92,20120626
4789,90,20140324
4789,96,20130221
4789,100,20120612
4791,96,20140609
4791,87,20131114
4791,79,20121213
4794,94,20140505
4794,79,20131106
4794,94,20121119
4794,96,20120203
4797,91,20131205
4797,87,20121126
4797,100,20120208
4798,90,20140605
4798,81,20131002
4798,90,20130318
4798,77,20120613
4800,98,20141006
4800,100,20140606
4800,100,20131212
4800,100,20130319
4800,100,20120820
4801,96,20141121
4801,100,20131218
4801,100,20121219
4801,100,20120605
4803,81,20141015
4803,78,20140311
4803,82,20130724
4803,93,20121218
4803,85,20120530
4804,96,20141017
4804,89,20140307
4804,96,20130618
4804,92,20121115
4804,96,20120530
4806,96,20140317
4806,96,20130611
4806,100,20121023
4806,100,20120216
4817,92,20140411
4817,92,20130910
4817,94,20130102
4817,98,20120417
4819,96,20140911
4819,98,20140207
4819,100,20130205
4819,100,20120503
4824,100,20140502
4824,100,20130913
4824,100,20130110
4824,100,20120511
4828,86,20140424
4828,80,20130717
4828,82,20120718
4837,100,20140825
4837,96,20140331
4837,96,20130923
4837,92,20130207
4837,100,20120607
4841,94,20140620
4841,96,20130910
4841,98,20121114
4842,94,20140623
4842,90,20131211
4842,94,20130522
4842,94,20120522
4843,90,20140529
4843,90,20131031
4843,86,20130306
4844,96,20140602
4844,94,20130916
4844,96,20130108
4844,94,20120529
4846,91,20141103
4846,83,20140513
4846,92,20140122
4846,90,20130716
4846,96,20121218
4846,92,20120510
4849,94,20141107
4849,96,20140410
4849,96,20131009
4849,96,20130326
4849,94,20120620
4850,100,20141230
4850,96,20140606
4850,96,20131118
4850,94,20130521
4850,96,20121022
4850,92,20120319
4859,96,20140609
4859,98,20131025
4859,94,20121214
4859,91,20120531
4860,92,20140702
4860,88,20131211
4860,92,20120712
4864,100,20140325
4864,100,20130926
4864,87,20130320
4864,91,20120917
4864,83,20120322
4868,87,20140902
4868,87,20130502
4868,98,20120411
4873,100,20140305
4873,100,20130723
4873,96,20120511
4874,96,20141029
4874,98,20140210
4874,94,20130716
4874,96,20121126
4874,98,20120524
4881,96,20150120
4881,94,20130805
4881,96,20121114
4881,94,20120302
4884,92,20150127
4884,93,20140225
4884,89,20130716
4884,89,20120806
4892,100,20140227
4892,100,20130207
4893,98,20140929
4893,98,20130918
4893,92,20120321
4894,96,20140924
4894,94,20130918
4894,96,20120301
4896,90,20140306
4896,98,20130418
4896,98,20120809
4900,100,20140512
4900,96,20131226
4900,90,20130213
4900,94,20120806
4900,100,20120313
4905,92,20140818
4905,100,20121114
4905,100,20120614
4906,98,20140129
4906,100,20130730
4906,100,20130118
4906,94,20120717
4907,77,20141021
4907,82,20140324
4907,77,20131025
4907,96,20121010
4914,78,20140513
4914,82,20130605
4914,81,20120606
4917,90,20140714
4917,83,20130917
4917,92,20130531
4917,90,20130117
4917,54,20120210
4920,94,20140722
4922,89,20140502
4922,96,20131025
4922,94,20130221
4922,90,20120529
4923,92,20140617
4923,85,20131106
4923,100,20130226
4928,87,20131230
4928,87,20130227
4928,90,20120627
4932,100,20140414
4932,100,20130819
4932,94,20121019
4932,96,20120215
4935,89,20141203
4935,79,20140411
4935,92,20130712
4935,96,20120601
4938,84,20140609
4938,91,20131107
4938,96,20130227
4938,94,20120227
4944,100,20140625
4944,89,20140221
4944,86,20130828
4944,96,20130313
4944,98,20120817
4944,96,20120217
4947,94,20140703
4947,96,20131227
4947,100,20130613
4947,98,20120425
4950,94,20140414
4950,94,20130905
4950,96,20121005
4952,100,20140801
4952,100,20140203
4952,100,20130801
4952,100,20130107
4952,100,20120626
4953,93,20140429
4953,100,20131119
4953,100,20130529
4953,100,20121205
4953,98,20120516
4957,87,20140613
4957,85,20130924
4957,85,20121116
4957,81,20120322
4959,94,20140421
4959,85,20130919
4959,77,20130513
4959,96,20120905
4960,90,20140722
4960,81,20131203
4960,76,20130129
4960,78,20120605
4963,81,20140610
4963,96,20130905
4963,71,20130207
4978,94,20140826
4978,94,20140204
4978,88,20130710
4978,94,20120608
4982,90,20140606
4982,94,20131113
4982,90,20130515
4982,88,20121030
4982,89,20120430
4983,92,20140909
4983,90,20130925
4983,96,20121204
4983,94,20120507
4985,96,20150106
4985,93,20140417
4985,98,20131030
4985,85,20130116
4985,80,20120822
4986,88,20140709
4986,89,20140123
4986,92,20130709
4986,94,20120807
4987,90,20140331
4987,86,20130611
4992,92,20140613
4992,96,20131230
4992,98,20130219
4998,100,20140204
4998,100,20130730
4998,100,20130403
4998,96,20120821
4998,89,20120301
4999,92,20140331
4999,100,20131001
4999,93,20130327
4999,98,20121002
4999,94,20120328
5000,94,20140331
5000,100,20131001
5000,96,20130327
5000,94,20121012
5000,84,20120403
5006,93,20140610
5006,96,20131230
5006,93,20130521
5006,100,20120607
5006,88,20120309
5010,73,20140501
5010,84,20130829
5010,69,20130205
5010,81,20120229
5011,89,20141230
5011,92,20131223
5011,94,20130530
5011,94,20121121
5011,96,20120612
5016,90,20140311
5016,88,20130904
5016,83,20130123
5016,74,20120524
5017,86,20140625
5017,92,20131210
5017,90,20130710
5017,86,20121206
5017,75,20120619
5018,87,20140613
5018,80,20131213
5018,87,20130530
5018,85,20121126
5018,100,20120601
5019,96,20140730
5019,91,20131018
5019,100,20120921
5019,96,20120301
5025,91,20140821
5025,98,20140325
5025,100,20130719
5025,96,20121120
5025,94,20120329
5029,92,20140428
5029,98,20131015
5029,96,20130327
5029,92,20120820
5029,94,20120130
5032,100,20150120
5032,96,20140612
5032,100,20131021
5032,100,20130327
5032,100,20120627
5033,98,20140903
5033,92,20140226
5033,85,20130917
5033,89,20130118
5033,90,20120713
5038,92,20150126
5038,94,20140416
5038,98,20131007
5038,96,20130111
5038,96,20120620
5039,96,20141205
5039,94,20140528
5039,96,20130829
5039,90,20121217
5039,90,20120403
5049,83,20141203
5049,89,20130613
5053,85,20140530
5053,87,20131001
5053,90,20130328
5053,94,20120907
5053,92,20120306
5054,100,20150102
5054,100,20140624
5054,100,20131212
5054,100,20130207
5065,74,20130722
5065,74,20120629
5068,85,20140328
5068,96,20130312
5068,88,20120628
5071,96,20141023
5071,100,20140324
5071,86,20130923
5071,96,20130322
5071,90,20120911
5074,94,20141007
5074,96,20140521
5074,90,20131210
5074,92,20130509
5074,94,20120927
5074,98,20120427
5077,86,20140708
5077,96,20140212
5077,98,20130528
5077,90,20121221
5077,96,20120510
5083,98,20141103
5083,96,20140228
5083,94,20130822
5083,96,20130222
5083,94,20120808
5083,94,20120210
5084,98,20141103
5084,96,20140228
5084,92,20130822
5084,94,20130222
5084,94,20120808
5084,96,20120210
5085,96,20141103
5085,96,20140228
5085,92,20130822
5085,94,20130222
5085,92,20120808
5085,94,20120210
5090,75,20141113
5090,88,20140409
5090,79,20130325
5090,81,20120516
5091,98,20140709
5091,96,20131230
5091,90,20130419
5091,96,20120403
5096,92,20140707
5096,92,20140124
5096,88,20130801
5096,92,20121220
5096,94,20120424
5100,90,20140115
5100,75,20121005
5100,67,20120308
5104,98,20140403
5104,100,20131010
5104,100,20121224
5110,94,20140604
5110,90,20130719
5110,93,20130103
5110,96,20120403
5116,100,20130517
5116,100,20121220
5118,92,20140731
5118,98,20140303
5118,91,20130829
5118,96,20130320
5118,100,20120809
5118,96,20120215
5120,96,20141029
5120,96,20140429
5120,90,20131105
5120,98,20130425
5120,98,20120911
5120,96,20120412
5124,96,20141120
5124,87,20140225
5124,96,20130925
5124,94,20130328
5124,94,20120925
5124,91,20120402
5129,77,20140415
5129,89,20130620
5129,96,20121016
5129,96,20120214
5136,100,20141022
5136,96,20140425
5136,100,20131011
5136,100,20121024
5136,98,20120411
5137,94,20140820
5137,98,20140211
5137,100,20130213
5137,100,20120720
5140,86,20140728
5140,72,20140102
5140,100,20121101
5140,100,20120321
5143,94,20140716
5143,90,20140114
5143,92,20130605
5143,98,20120830
5143,100,20120327
5144,100,20140904
5144,98,20131206
5144,98,20121228
5144,98,20120307
5146,98,20140310
5146,100,20130905
5146,98,20130312
5146,96,20120822
5146,93,20120305
5150,98,20140206
5150,98,20130807
5150,94,20130128
5150,88,20120912
5150,83,20120405
5156,94,20141107
5156,94,20140402
5156,94,20131015
5156,96,20120914
5239,100,20150109
5254,94,20140708
5258,79,20141205
5268,100,20140307
5268,100,20130516
5268,96,20120522
5271,96,20140728
5278,81,20140829
5278,92,20140224
5278,90,20130805
5278,92,20121120
5278,94,20120427
5281,94,20140311
5281,98,20130313
5289,96,20140716
5289,81,20130816
5289,83,20120613
5291,89,20140416
5291,86,20130321
5291,96,20120314
5291,72,20120131
5297,84,20141112
5297,90,20140307
5297,100,20131208
5297,98,20131110
5297,98,20131021
5297,96,20130908
5297,96,20130501
5297,100,20130112
5297,96,20121209
5297,96,20121007
5297,96,20120916
5301,96,20140416
5301,94,20130325
5301,100,20120315
5301,98,20120208
5326,100,20120609
5329,100,20140614
5329,100,20120609
5331,100,20140213
5331,100,20130321
5331,94,20120312
5345,100,20130828
5345,100,20120606
5375,92,20140614
5375,100,20120609
5394,100,20140614
5394,100,20120609
5397,96,20140614
5397,100,20120609
5412,100,20120616
5427,100,20140614
5427,100,20120609
5430,96,20140417
5430,100,20130327
5430,93,20120227
5434,96,20140417
5434,96,20130327
5434,96,20121105
5434,100,20120227
5435,100,20140626
5435,100,20130326
5435,100,20120306
5437,98,20140206
5437,100,20130326
5437,100,20130319
5437,93,20121105
5437,100,20120306
5437,86,20120201
5438,100,20140626
5438,100,20130326
5438,100,20120306
5441,96,20140417
5441,89,20130327
5441,96,20120227
5448,98,20140914
5448,94,20140408
5448,100,20130824
5448,100,20130405
5448,94,20121015
5448,100,20120920
5448,96,20120413
5449,96,20141025
5449,96,20140914
5449,96,20140408
5449,96,20130824
5449,100,20130405
5449,96,20121015
5449,96,20120413
5450,100,20141025
5450,100,20140914
5450,100,20140408
5450,100,20130824
5450,100,20130405
5450,94,20121015
5450,96,20120920
5450,100,20120413
5451,100,20140914
5451,100,20140408
5451,100,20130824
5451,100,20130405
5451,100,20121015
5451,100,20120920
5451,96,20120413
5452,100,20140914
5452,100,20140408
5452,100,20130824
5452,100,20130405
5452,100,20121015
5452,96,20120920
5452,96,20120413
5453,100,20140914
5453,100,20140408
5453,94,20130824
5453,100,20130405
5453,100,20121015
5453,100,20120920
5453,100,20120413
5454,98,20140408
5454,100,20130824
5454,100,20130405
5454,100,20121015
5454,100,20120920
5454,100,20120413
5455,100,20141025
5455,96,20140408
5455,100,20130824
5455,98,20130405
5455,100,20121015
5455,100,20120920
5455,100,20120413
5457,98,20140914
5457,100,20140408
5457,98,20130824
5457,100,20130405
5457,100,20121015
5457,100,20120920
5457,100,20120413
5458,100,20140914
5458,96,20140408
5458,100,20130824
5458,100,20130405
5458,100,20121015
5458,100,20120920
5458,100,20120413
5459,91,20141025
5459,96,20140914
5459,96,20140408
5459,100,20130824
5459,100,20130405
5459,93,20121015
5459,100,20120920
5459,93,20120413
5460,100,20140914
5460,100,20140408
5460,100,20130824
5460,98,20130405
5460,100,20121015
5460,100,20120920
5460,96,20120413
5461,100,20141025
5461,100,20140914
5461,91,20140408
5461,93,20130824
5461,96,20130405
5461,92,20121015
5461,100,20120920
5461,100,20120413
5462,100,20140408
5462,98,20130824
5462,100,20130405
5462,96,20121015
5462,100,20120920
5462,100,20120413
5463,100,20140914
5463,96,20140408
5463,96,20130824
5463,100,20130405
5463,96,20121015
5463,100,20120920
5463,100,20120413
5464,94,20140914
5464,94,20140408
5464,96,20130405
5464,100,20121015
5464,100,20120920
5464,100,20120413
